Titolo,Tipo,Anno,Stagione,Stagione/Episodio,Nome File,Cartella,Estensione,Dimensione (MB),Disco,Percorso Completo,Data Scansione
Spartacus,Serie TV,,3,S03E04,Ep 04 -  Decimation - Decimazione.mkv,Spartacus\Spartacus War Of The Damned,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus War Of The Damned\Ep 04 -  Decimation - Decimazione.mkv,2026-08-20
Spartacus,Serie TV,,3,S03E05,ep 05 - Blood Brothers - Fratelli Di Sangue.mkv,Spartacus\Spartacus War Of The Damned,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus War Of The Damned\ep 05 - Blood Brothers - Fratelli Di Sangue.mkv,2026-08-20
Spartacus,Serie TV,,3,S03E06,ep 06 - Spoils of War - Bottino di Guerra.mkv,Spartacus\Spartacus War Of The Damned,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus War Of The Damned\ep 06 - Spoils of War - Bottino di Guerra.mkv,2026-08-20
Spartacus,Serie TV,,3,S03E07,ep 07 - Mors Indecepta - Morte Ineluttabile.mkv,Spartacus\Spartacus War Of The Damned,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus War Of The Damned\ep 07 - Mors Indecepta - Morte Ineluttabile.mkv,2026-08-20
Spartacus,Serie TV,,3,S03E08,Ep 08 - Separate Paths - Strade Diverse.mkv,Spartacus\Spartacus War Of The Damned,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus War Of The Damned\Ep 08 - Separate Paths - Strade Diverse.mkv,2026-08-20
Spartacus,Serie TV,,3,S03E09,Ep 09 The Dead and the Dying  - Morti e Morituri.mkv,Spartacus\Spartacus War Of The Damned,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus War Of The Damned\Ep 09 The Dead and the Dying  - Morti e Morituri.mkv,2026-08-20
Spartacus,Serie TV,,3,S03E10,Ep 10 - Victory - La Vittoria.mkv,Spartacus\Spartacus War Of The Damned,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus War Of The Damned\Ep 10 - Victory - La Vittoria.mkv,2026-08-20
Spartacus,Serie TV,,0 (Prequel),S00E01,Ep 01 - Past Transgressions - Peccati Del Passato.mkv,Spartacus\Spartacus Gods Of The Arena,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus Gods Of The Arena\Ep 01 - Past Transgressions - Peccati Del Passato.mkv,2026-08-20
Spartacus,Serie TV,,0 (Prequel),S00E02,Ep 02 - Missio - Graditi Ospiti.mkv,Spartacus\Spartacus Gods Of The Arena,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus Gods Of The Arena\Ep 02 - Missio - Graditi Ospiti.mkv,2026-08-20
Spartacus,Serie TV,,0 (Prequel),S00E03,Ep 03 - Pater Familias.mkv,Spartacus\Spartacus Gods Of The Arena,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus Gods Of The Arena\Ep 03 - Pater Familias.mkv,2026-08-20
Spartacus,Serie TV,,0 (Prequel),S00E04,Ep 04 - Beneath The Mask - Sotto La Maschera.mkv,Spartacus\Spartacus Gods Of The Arena,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus Gods Of The Arena\Ep 04 - Beneath The Mask - Sotto La Maschera.mkv,2026-08-20
Spartacus,Serie TV,,0 (Prequel),S00E05,Ep 05 - Reckoning - La Resa Dei Conti.mkv,Spartacus\Spartacus Gods Of The Arena,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus Gods Of The Arena\Ep 05 - Reckoning - La Resa Dei Conti.mkv,2026-08-20
Spartacus,Serie TV,,0 (Prequel),S00E06,Ep 06 - The Bitter End - Libertà Amara.mkv,Spartacus\Spartacus Gods Of The Arena,.mkv,,Memoria S,F:\SERIE TV\Spartacus\Spartacus Gods Of The Arena\Ep 06 - The Bitter End - Libertà Amara.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E01,Stranger Things - 1x01 - La Scomparsa Di Will Byers HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x01 - La Scomparsa Di Will Byers HD.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E02,Stranger Things - 1x02 - La Stramba Di Maple Street HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x02 - La Stramba Di Maple Street HD.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E03,Stranger Things - 1x03 - Luci Natalizie HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x03 - Luci Natalizie HD.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E04,Stranger Things - 1x04 - Il Corpo HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x04 - Il Corpo HD.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E05,Stranger Things - 1x05 - La Pulce E L'Acrobata HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x05 - La Pulce E L'Acrobata HD.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E06,Stranger Things - 1x06 - Il Mostro HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x06 - Il Mostro HD.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E07,Stranger Things - 1x07 - La Vasca Da Bagno HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x07 - La Vasca Da Bagno HD.mkv,2026-08-20
Stranger Things,Serie TV,,1,S01E08,Stranger Things - 1x08 - Il Sottosopra HD.mkv,Stranger Things (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Stranger Things (1)\Stranger Things - 1x08 - Il Sottosopra HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E01,Suits - 7x01 - La Posta In Gioco HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x01 - La Posta In Gioco HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E02,Suits - 7x02 - La Statua HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x02 - La Statua HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E03,Suits - 7x03 - Incubo Di Fango HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x03 - Incubo Di Fango HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E04,Suits - 7x04 - Dividi E Conquusta HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x04 - Dividi E Conquusta HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E05,Suits - 7x05 - La Scelta Di Mike HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x05 - La Scelta Di Mike HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E06,Suits - 7x06 - I Nodi Vengono Al Pettine HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x06 - I Nodi Vengono Al Pettine HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E07,Suits - 7x07 - Completa Rivelazione HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x07 - Completa Rivelazione HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E08,Suits - 7x08 - 100 HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x08 - 100 HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E09,Suits - 7x09 - Vergogna HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x09 - Vergogna HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E10,Suits - 7x10 - Donne HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x10 - Donne HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E11,Suits - 7x11 - Dure Verità HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x11 - Dure Verità HD.mkv,2026-08-20
Suits,Serie TV,,7,S07E12,Suits - 7x12 - Uomo Cattivo HD.mkv,Suits (7),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\Suits (7)\Suits - 7x12 - Uomo Cattivo HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E01,The 100 - 3x01 - Wanheda -  Prima Parte HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x01 - Wanheda -  Prima Parte HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E02,The 100 - 3x02 - Wanheda - Seconda Parte HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x02 - Wanheda - Seconda Parte HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E03,The 100 - 3x03 - O Voi Che Qui Entrate HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x03 - O Voi Che Qui Entrate HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E04,The 100 - 3x04 - Diritto Al Trono HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x04 - Diritto Al Trono HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E05,The 100 - 3x05 - Hakeldama HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x05 - Hakeldama HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E06,The 100 - 3x06 - Raccolto Amaro HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x06 - Raccolto Amaro HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E07,The 100 - 3x07 - Tredici HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x07 - Tredici HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E08,The 100 - 3x08 - Termini E Condizioni HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x08 - Termini E Condizioni HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E09,The 100 - 3x09 - Il Fuoco HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x09 - Il Fuoco HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E10,The 100 - 3x10 - La Caduta HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x10 - La Caduta HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E11,The 100 - 3x11 - Mai Più HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x11 - Mai Più HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E12,The 100 - 3x12 - Demoni HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x12 - Demoni HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E13,The 100 - 3x13 - Unisciti A Noi HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x13 - Unisciti A Noi HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E14,The 100 - 3x14 - Cielo Rosso Al Mattino HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x14 - Cielo Rosso Al Mattino HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E15,The 100 - 3x15 - Esemplificazione Perversa - Prima Parte HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x15 - Esemplificazione Perversa - Prima Parte HD.mkv,2026-08-20
The 100,Serie TV,,3,S03E16,The 100 - 3x16 - Esemplificazione Perversa - Seconda Parte HD.mkv,The 100 (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The 100 (3)\The 100 - 3x16 - Esemplificazione Perversa - Seconda Parte HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E01,The Mandalorian - 1x01 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x01 HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E02,The Mandalorian - 1x02 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x02 HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E03,The Mandalorian - 1x03 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x03 HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E04,The Mandalorian - 1x04 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x04 HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E05,The Mandalorian - 1x05 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x05 HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E06,The Mandalorian - 1x06 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x06 HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E07,The Mandalorian - 1x07 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x07 HD.mkv,2026-08-20
The Mandalorian,Serie TV,,1,S01E08,The Mandalorian - 1x08 HD.mkv,The Mandalorian,.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Mandalorian\The Mandalorian - 1x08 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E01,The Young Pope - 1x01 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young Pope - 1x01 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E02,The Young Pope - 1x02 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young Pope - 1x02 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E03,The Young Pope - 1x03 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young Pope - 1x03 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E04,The Young Pope - 1x04 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young Pope - 1x04 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E05,The Young Pope - 1x05 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young Pope - 1x05 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E06,The Young pope - 1x06 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young pope - 1x06 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E07,The Young Pope - 1x07 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young Pope - 1x07 HD.mkv,2026-08-20
The Young Pope,Serie TV,,1,S01E08,The Young Pope - 1x08 HD.mkv,The Young Pope (1),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\The Young Pope (1)\The Young Pope - 1x08 HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E01,True Detective - 1X01 - La Lunga Luminosa Oscurità HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X01 - La Lunga Luminosa Oscurità HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E02,True Detective - 1X02 - Visioni HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X02 - Visioni HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E03,True Detective - 1X03 - La Stanza Sbarrata HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X03 - La Stanza Sbarrata HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E04,True Detective - 1X04 - Cani Sciolti HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X04 - Cani Sciolti HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E05,True Detective - 1X05 - Il Destino Segreto Della Vita Stessa HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X05 - Il Destino Segreto Della Vita Stessa HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E06,True Detective - 1X06 - Case Infestate HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X06 - Case Infestate HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E07,True Detective - 1X07 - Verso La Verità HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X07 - Verso La Verità HD.mkv,2026-08-20
True Detective,Serie TV,,1,S01E08,True Detective - 1X08 - Carcosa HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 1X08 - Carcosa HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E01,True Detective - 2x01 - Il Libro Dei Morti D'Occidente HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x01 - Il Libro Dei Morti D'Occidente HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E02,True Detective - 2x02 - Quando Scende La Notte HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x02 - Quando Scende La Notte HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E03,True Detective - 2x03 - Forse Domani HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x03 - Forse Domani HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E04,True Detective - 2x04 - La Fine E' Vicina HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x04 - La Fine E' Vicina HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E05,True Detective - 2x05 - Altre Vite HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x05 - Altre Vite HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E06,True Detective - 2x06 - Festa Privata HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x06 - Festa Privata HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E07,True Detective - 2x07 - Il Cerchio Si Chiude HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x07 - Il Cerchio Si Chiude HD.mkv,2026-08-20
True Detective,Serie TV,,2,S02E08,True Detective - 2x08 - Stazione Omega HD.mkv,True Detective,.mkv,,Memoria S,F:\SERIE TV\True Detective\True Detective - 2x08 - Stazione Omega HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E01,True Detective - 3x01 - La Grande Guerra E La Memoria Moderna HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x01 - La Grande Guerra E La Memoria Moderna HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E02,True Detective - 3x02 - Un Bacio E Un Addio HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x02 - Un Bacio E Un Addio HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E03,True Detective - 3x03 - Il Grande Mai HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x03 - Il Grande Mai HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E04,True Detective - 3x04 - Il Giorno E L'Ora HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x04 - Il Giorno E L'Ora HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E05,True Detective - 3x05 - Fantasmi HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x05 - Fantasmi HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E06,True Detective - 3x06 - Cacciatori Nell'Oscurità HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x06 - Cacciatori Nell'Oscurità HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E07,True Detective - 3x07 - L'Ultima Pista HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x07 - L'Ultima Pista HD.mkv,2026-08-20
True Detective,Serie TV,,3,S03E08,True Detective - 3x08 - Ora Mi Sono Ritrovato HD.mkv,True Detective (3),.mkv,,Memoria 3,F:\Serie TV (Temporanea)\True Detective (3)\True Detective - 3x08 - Ora Mi Sono Ritrovato HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E01,Vikings - 1x01 - Riti Di Passaggio HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x01 - Riti Di Passaggio HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E02,Vikings - 1x02 - L'Ira Degli Uomini Del Nord HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x02 - L'Ira Degli Uomini Del Nord HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E03,Vikings - 1x03 - Usurpato HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x03 - Usurpato HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E04,Vikings - 1x04 - Il Processo HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x04 - Il Processo HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E05,Vikings - 1x05 - L'Incursione HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x05 - L'Incursione HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E06,Vikings - 1x06 - Il Funerale HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x06 - Il Funerale HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E07,Vikings - 1x07 - Il Riscatto Di Un Re HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x07 - Il Riscatto Di Un Re HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E08,Vikings - 1x08 - Sacrificio HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x08 - Sacrificio HD.mkv,2026-08-20
Vikings,Serie TV,,1,S01E09,Vikings - 1x09 - Tutto Cambia HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 1x09 - Tutto Cambia HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E01,Vikings - 2X01 - Guerra Tra Fratelli HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2X01 - Guerra Tra Fratelli HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E02,Vikings - 2X02 - L'Invasione HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2X02 - L'Invasione HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E03,Vikings - 2X03 - Tradimento HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2X03 - Tradimento HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E04,Vikings - 2x04 - Occhio Per Occhio HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2x04 - Occhio Per Occhio HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E05,Vikings - 2x05 - Risposte Nel Sangue HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2x05 - Risposte Nel Sangue HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E06,Vikings - 2x06 - Spietato HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2x06 - Spietato HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E07,Vikings - 2x07 - Aquila Di Sangue HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2x07 - Aquila Di Sangue HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E08,Vikings - 2x08 - Senza Ossa HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2x08 - Senza Ossa HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E09,Vikings - 2x09 - La Scelta HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2x09 - La Scelta HD.mkv,2026-08-20
Vikings,Serie TV,,2,S02E10,Vikings - 2x10 -  La Preghiera Del Padre Nostro HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 2x10 -  La Preghiera Del Padre Nostro HD.mkv,2026-08-20
Vikings,Serie TV,,3,S03E01,Vikings - 3x01 - Mercenary HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 3x01 - Mercenary HD.mkv,2026-08-20
Vikings,Serie TV,,3,S03E02,Vikings - 3x02 - The Wanderer HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 3x02 - The Wanderer HD.mkv,2026-08-20
Vikings,Serie TV,,3,S03E03,Vikings - 3x03 - Warrior's Fate HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 3x03 - Warrior's Fate HD.mkv,2026-08-20
Vikings,Serie TV,,3,S03E04,Vikings - 3x04 - Scarred HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 3x04 - Scarred HD.mkv,2026-08-20
Vikings,Serie TV,,3,S03E05,Vikings - 3x05 - The Usurper HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 3x05 - The Usurper HD.mkv,2026-08-20
Vikings,Serie TV,,3,S03E06,Vikings - 3x06 - Born Again HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 3x06 - Born Again HD.mkv,2026-08-20
Vikings,Serie TV,,3,S03E07,Vikings - 3x07 - Paris HD.mkv,Vikings,.mkv,,Memoria S,F:\SERIE TV\Vikings\Vikings - 3x07 - Paris HD.mkv,2026-08-20
